age,workclass,educational-num,occupation,hours-per-week,capital-gain,capital-loss,income
18,Private,10,Other-service,20,0,0,<=50K
39,Private,9,Handlers-cleaners,40,0,0,<=50K
21,Private,10,Other-service,24,0,1721,<=50K
22,Private,9,Other-service,60,14084,0,>50K
38,Private,5,Exec-managerial,54,0,0,<=50K
21,Private,10,Adm-clerical,40,0,0,<=50K
63,Private,9,Craft-repair,40,0,0,<=50K
34,Local-gov,13,Exec-managerial,50,3103,0,>50K
42,Self-emp-inc,9,Exec-managerial,50,5178,0,>50K
33,Private,9,Handlers-cleaners,40,0,0,<=50K
30,Private,13,Exec-managerial,50,0,0,<=50K
39,Private,10,Sales,40,0,0,<=50K
26,Private,14,Exec-managerial,40,0,0,<=50K
33,Private,9,Machine-op-inspct,40,0,0,<=50K
47,Local-gov,9,Adm-clerical,40,0,0,<=50K
41,Private,13,Other-service,40,0,0,<=50K
41,Self-emp-inc,12,Craft-repair,60,15024,0,>50K
19,Private,10,Other-service,20,0,0,<=50K
46,Private,9,Transport-moving,40,0,0,<=50K
43,Private,9,Sales,48,0,0,<=50K
55,Private,10,Exec-managerial,45,15024,0,>50K
46,Private,11,Tech-support,40,0,0,<=50K
30,Private,9,Machine-op-inspct,40,0,0,<=50K
21,Private,10,Handlers-cleaners,40,0,0,<=50K
46,Private,10,Craft-repair,40,0,0,<=50K
41,Private,9,Machine-op-inspct,50,0,0,<=50K
69,Self-emp-inc,9,Sales,30,0,0,<=50K
50,Private,9,Transport-moving,40,0,0,<=50K
20,Private,10,Adm-clerical,40,0,0,<=50K
45,Self-emp-inc,10,Machine-op-inspct,50,0,0,<=50K
23,Private,13,Exec-managerial,40,0,0,<=50K
24,Private,10,Other-service,40,0,1876,<=50K
44,Self-emp-inc,9,Craft-repair,50,99999,0,>50K
31,Self-emp-not-inc,10,Craft-repair,50,0,0,<=50K
43,Private,9,Machine-op-inspct,44,0,0,<=50K
20,Federal-gov,7,Other-service,10,0,0,<=50K
55,Private,9,Sales,56,0,0,>50K
24,Federal-gov,10,Armed-Forces,40,0,0,<=50K
41,?,14,?,10,7688,0,>50K
59,Private,13,Exec-managerial,25,0,0,<=50K
49,Federal-gov,4,Other-service,20,0,0,<=50K
33,Private,14,Prof-specialty,10,5178,0,>50K
59,Federal-gov,13,Adm-clerical,40,0,0,<=50K
34,Private,14,Other-service,40,0,0,<=50K
20,Private,9,Handlers-cleaners,40,0,0,<=50K
25,Private,13,Exec-managerial,40,0,0,<=50K
49,Private,6,Farming-fishing,40,0,0,<=50K
59,Private,9,Transport-moving,40,0,0,>50K
20,Private,9,Adm-clerical,40,0,0,<=50K
51,?,10,?,18,0,0,<=50K
33,Private,10,Adm-clerical,35,0,0,<=50K
22,Private,10,Transport-moving,39,0,0,<=50K
58,Self-emp-not-inc,5,Other-service,40,0,0,<=50K
52,Local-gov,9,Adm-clerical,28,0,0,<=50K
36,Private,6,Machine-op-inspct,40,0,0,<=50K
41,Local-gov,9,Protective-serv,40,0,0,<=50K
28,Private,9,Transport-moving,40,2597,0,<=50K
19,Private,10,Handlers-cleaners,16,0,0,<=50K
18,Private,9,Other-service,28,0,0,<=50K
18,Private,9,Machine-op-inspct,48,0,0,<=50K
28,Private,10,Craft-repair,40,0,0,<=50K
29,Private,11,Exec-managerial,40,0,0,>50K
20,?,9,?,20,0,0,<=50K
40,Private,10,Handlers-cleaners,40,0,0,<=50K
26,Private,9,Handlers-cleaners,40,0,0,<=50K
46,Private,9,Craft-repair,40,0,0,<=50K
23,Private,7,Other-service,24,0,0,<=50K
44,Private,9,Adm-clerical,40,0,0,<=50K
43,Private,13,Sales,40,0,0,>50K
31,Local-gov,13,Prof-specialty,60,0,0,<=50K
18,Private,10,Sales,25,0,0,<=50K
19,Private,10,Protective-serv,30,0,0,<=50K
41,Private,10,Tech-support,40,0,0,<=50K
41,Private,9,Handlers-cleaners,40,0,0,<=50K
69,Private,9,Adm-clerical,25,0,0,<=50K
48,Federal-gov,16,Prof-specialty,40,0,0,>50K
28,Private,9,Prof-specialty,40,0,0,<=50K
27,Self-emp-not-inc,9,Craft-repair,60,0,0,>50K
41,Private,14,Prof-specialty,50,0,2415,>50K
41,Private,10,Adm-clerical,40,0,0,<=50K
24,Private,9,Craft-repair,40,0,0,<=50K
20,?,9,?,40,0,0,<=50K
42,Self-emp-inc,16,Prof-specialty,41,0,0,>50K
57,Private,9,Craft-repair,48,0,0,<=50K
30,Private,12,Prof-specialty,40,0,0,<=50K
36,Private,9,Sales,60,0,0,>50K
49,Private,4,Machine-op-inspct,40,0,0,<=50K
33,Private,9,Machine-op-inspct,35,0,0,<=50K
23,Private,6,Farming-fishing,40,0,0,<=50K
46,Private,14,Prof-specialty,40,0,0,<=50K
18,Private,10,Adm-clerical,22,0,0,<=50K
40,Private,9,Exec-managerial,55,7688,0,>50K
43,Self-emp-inc,9,Exec-managerial,45,0,1887,>50K
34,Private,14,Prof-specialty,30,0,0,<=50K
47,Self-emp-not-inc,9,Exec-managerial,30,0,0,<=50K
44,Private,11,Exec-managerial,30,0,0,<=50K
33,Private,9,Sales,40,0,0,>50K
55,Private,13,Exec-managerial,50,15024,0,>50K
19,Private,9,Sales,30,2907,0,<=50K
28,Private,10,Other-service,14,0,0,<=50K
27,Private,7,Other-service,32,0,0,<=50K
50,Private,4,Machine-op-inspct,20,0,0,<=50K
22,Private,7,Craft-repair,40,0,0,<=50K
40,State-gov,13,Adm-clerical,45,0,1887,>50K
25,Private,10,Adm-clerical,40,0,0,<=50K
26,Local-gov,9,Craft-repair,40,0,0,<=50K
22,Private,13,Sales,25,0,0,<=50K
42,Private,10,Handlers-cleaners,40,0,625,<=50K
38,Self-emp-inc,13,Exec-managerial,40,0,0,<=50K
55,Private,7,Other-service,30,0,0,<=50K
32,Private,9,Sales,40,0,0,<=50K
22,Private,9,Craft-repair,45,0,0,<=50K
29,Private,13,Sales,40,0,0,<=50K
46,State-gov,14,Exec-managerial,45,0,0,>50K
31,Private,10,Exec-managerial,40,0,0,>50K
58,Self-emp-not-inc,16,Prof-specialty,16,0,0,>50K
42,Private,9,Craft-repair,45,0,0,<=50K
18,Private,9,Handlers-cleaners,25,0,0,<=50K
58,Local-gov,9,Exec-managerial,33,0,0,<=50K
54,Private,9,Prof-specialty,40,0,1887,>50K
34,Private,14,Prof-specialty,40,0,0,<=50K
26,Private,13,Adm-clerical,40,0,0,<=50K
61,Private,8,Exec-managerial,60,0,0,<=50K
48,Local-gov,14,Adm-clerical,40,0,0,<=50K
36,Private,10,Exec-managerial,45,0,0,>50K
24,Private,11,Machine-op-inspct,45,0,0,<=50K
40,Private,10,Machine-op-inspct,37,0,0,<=50K
33,Self-emp-inc,9,Sales,50,0,0,>50K
37,Private,10,Machine-op-inspct,40,0,1887,>50K
34,Private,14,Exec-managerial,40,4650,0,<=50K
56,Self-emp-inc,10,Exec-managerial,40,15024,0,>50K
28,?,9,?,38,0,0,>50K
37,Private,13,Exec-managerial,55,0,0,<=50K
44,Private,9,Sales,40,0,0,<=50K
64,?,10,?,8,0,0,<=50K
54,Private,9,Handlers-cleaners,45,0,0,<=50K
23,Private,9,Machine-op-inspct,50,0,0,<=50K
34,State-gov,13,Farming-fishing,40,0,0,<=50K
22,Private,9,Other-service,45,0,0,<=50K
33,Private,13,Exec-managerial,40,0,1977,>50K
39,Private,13,Prof-specialty,50,0,0,>50K
47,Private,10,Adm-clerical,37,0,0,<=50K
26,Private,9,Prof-specialty,55,0,0,<=50K
31,Private,10,Exec-managerial,40,0,0,<=50K
44,Private,10,Transport-moving,45,0,0,<=50K
42,Self-emp-inc,15,Prof-specialty,50,0,0,>50K
19,Private,9,Machine-op-inspct,40,0,0,<=50K
27,Private,9,Handlers-cleaners,40,0,0,>50K
51,Local-gov,10,Protective-serv,40,0,0,>50K
28,Self-emp-inc,13,Exec-managerial,50,0,0,<=50K
57,Private,13,Craft-repair,45,0,0,<=50K
45,Local-gov,13,Prof-specialty,40,0,0,<=50K
50,Private,11,Prof-specialty,40,0,0,>50K
34,Self-emp-inc,13,Sales,54,0,0,<=50K
45,Private,4,Craft-repair,40,0,0,<=50K
34,Private,13,Prof-specialty,50,0,0,>50K
31,Private,10,Sales,55,0,0,>50K
19,Private,7,Sales,12,0,0,<=50K
25,Private,10,Other-service,50,0,0,<=50K
38,Federal-gov,11,Craft-repair,40,6497,0,<=50K
39,Private,13,Transport-moving,40,0,0,<=50K
23,Private,13,Tech-support,32,0,0,<=50K
49,Private,9,Machine-op-inspct,40,0,0,<=50K
33,Federal-gov,9,Other-service,32,0,0,<=50K
21,Private,3,Machine-op-inspct,38,0,0,<=50K
31,Private,11,Craft-repair,40,0,0,<=50K
23,Private,13,Exec-managerial,45,0,0,<=50K
34,Private,13,Adm-clerical,40,0,0,<=50K
25,Private,9,Machine-op-inspct,40,0,0,<=50K
39,Private,9,Craft-repair,40,0,0,<=50K
52,Self-emp-inc,9,Sales,40,0,0,>50K
63,Local-gov,5,Transport-moving,40,7688,0,>50K
41,Private,10,Craft-repair,40,0,0,<=50K
46,Private,13,Prof-specialty,38,15024,0,>50K
53,Local-gov,9,Exec-managerial,40,0,0,<=50K
25,?,5,?,40,1055,0,<=50K
18,Private,8,Priv-house-serv,40,0,0,<=50K
38,Private,15,Prof-specialty,50,0,0,<=50K
55,Private,14,Exec-managerial,50,0,0,<=50K
34,Private,9,Tech-support,40,0,0,>50K
34,Private,11,Tech-support,60,0,0,<=50K
52,Private,10,Tech-support,40,5013,0,<=50K
42,Private,9,Other-service,28,0,0,<=50K
26,Private,10,Sales,40,0,0,<=50K
31,Private,9,Transport-moving,40,0,0,<=50K
25,Local-gov,9,Other-service,35,0,0,<=50K
55,Self-emp-not-inc,9,Craft-repair,60,0,2057,<=50K
19,Private,10,Other-service,12,0,0,<=50K
62,Self-emp-not-inc,10,Transport-moving,32,0,0,<=50K
22,Federal-gov,10,Adm-clerical,20,0,0,<=50K
39,?,9,?,50,0,0,<=50K
35,Private,9,Handlers-cleaners,40,0,0,<=50K
28,Private,9,Sales,40,0,0,<=50K
47,Private,9,Transport-moving,70,0,0,>50K
44,State-gov,9,Machine-op-inspct,40,0,0,<=50K
21,Private,10,Sales,15,0,0,<=50K
35,Private,11,Craft-repair,50,0,0,<=50K
24,Private,13,Prof-specialty,40,0,0,>50K
42,Federal-gov,13,Prof-specialty,40,0,0,<=50K
28,Private,13,Tech-support,50,0,0,<=50K
21,Private,10,Machine-op-inspct,35,0,0,<=50K
62,Federal-gov,10,Tech-support,40,4650,0,<=50K
39,Private,9,Other-service,40,0,0,<=50K
30,State-gov,9,Other-service,40,0,0,<=50K
50,Private,10,Exec-managerial,50,0,0,<=50K
28,Local-gov,14,Prof-specialty,40,0,0,<=50K
29,Private,10,Prof-specialty,40,0,0,<=50K
26,Private,13,Adm-clerical,40,0,0,<=50K
27,Private,14,Exec-managerial,40,0,0,<=50K
29,Private,10,Handlers-cleaners,40,3103,0,>50K
61,?,9,?,40,0,0,<=50K
29,Private,6,Craft-repair,25,0,0,<=50K
21,?,10,?,30,0,0,<=50K
31,Private,7,Sales,20,0,0,<=50K
25,Private,9,Exec-managerial,75,0,0,<=50K
58,Private,6,Transport-moving,40,0,0,>50K
64,Private,10,Exec-managerial,40,0,0,>50K
46,State-gov,14,Exec-managerial,38,0,0,<=50K
53,?,9,?,35,0,0,>50K
19,Private,9,Other-service,35,0,0,<=50K
42,Private,9,Other-service,52,0,0,<=50K
18,Private,7,Handlers-cleaners,24,0,0,<=50K
58,Self-emp-inc,13,Craft-repair,50,15024,0,>50K
20,Private,10,Protective-serv,60,0,0,<=50K
35,Federal-gov,9,Craft-repair,40,0,0,>50K
32,Private,9,Handlers-cleaners,38,0,0,>50K
23,Private,9,Handlers-cleaners,25,0,0,<=50K
31,Private,10,Tech-support,40,0,0,<=50K
33,Private,13,Sales,55,0,0,<=50K
41,Private,10,Machine-op-inspct,48,0,0,<=50K
22,Private,9,Machine-op-inspct,40,0,0,<=50K
46,Private,10,Protective-serv,40,0,0,>50K
61,Federal-gov,10,Transport-moving,40,0,0,<=50K
30,Private,9,Exec-managerial,40,0,0,<=50K
42,Private,9,Exec-managerial,55,0,0,>50K
63,Private,6,Handlers-cleaners,40,0,0,<=50K
26,Private,10,Sales,40,0,0,<=50K
42,Private,6,Adm-clerical,40,0,0,<=50K
23,Private,10,Other-service,40,0,0,<=50K
25,Private,9,Machine-op-inspct,40,0,1590,<=50K
30,Private,5,Other-service,32,0,0,>50K
23,Private,9,Sales,40,0,0,<=50K
34,Self-emp-not-inc,11,Farming-fishing,60,27828,0,>50K
30,Private,9,Machine-op-inspct,48,0,2057,<=50K
39,Private,10,Craft-repair,40,0,0,>50K
30,Private,7,Handlers-cleaners,38,0,1721,<=50K
38,Local-gov,10,Adm-clerical,38,0,0,<=50K
26,Private,9,Exec-managerial,40,0,0,<=50K
20,Private,10,Handlers-cleaners,16,0,0,<=50K
37,Local-gov,13,Prof-specialty,40,0,0,<=50K
33,Private,9,Adm-clerical,40,0,0,<=50K
24,Private,13,Adm-clerical,40,0,0,<=50K
42,Self-emp-inc,13,Exec-managerial,60,0,0,>50K
51,Self-emp-not-inc,9,Sales,84,3103,0,<=50K
56,Local-gov,12,Tech-support,45,0,0,>50K
22,Private,10,Handlers-cleaners,40,0,0,<=50K
52,Self-emp-not-inc,10,Farming-fishing,60,0,0,<=50K
44,Private,13,Exec-managerial,45,4934,0,>50K
34,Private,9,Adm-clerical,35,4064,0,<=50K
51,Private,10,Craft-repair,42,0,0,>50K
20,?,10,?,40,0,0,<=50K
19,Private,10,Sales,25,0,0,<=50K
37,Private,13,Exec-managerial,40,0,0,>50K
68,Private,9,Machine-op-inspct,40,0,0,>50K
22,Private,10,Protective-serv,40,0,0,<=50K
56,Self-emp-inc,13,Exec-managerial,40,0,0,<=50K
37,Private,9,Craft-repair,40,0,0,<=50K
52,Private,2,Machine-op-inspct,40,0,0,<=50K
26,Private,9,Handlers-cleaners,40,0,0,<=50K
33,Private,14,Prof-specialty,50,0,0,<=50K
45,Local-gov,14,Prof-specialty,42,0,0,<=50K
18,Private,7,Other-service,15,0,0,<=50K
43,Self-emp-not-inc,10,Farming-fishing,60,0,0,>50K
64,Self-emp-not-inc,16,Prof-specialty,50,15024,0,>50K
18,Private,9,Handlers-cleaners,20,0,0,<=50K
20,?,10,?,45,0,0,<=50K
57,Private,9,Craft-repair,40,0,0,>50K
41,Private,9,Adm-clerical,42,3674,0,<=50K
34,Private,14,Exec-managerial,50,0,1887,>50K
19,Private,9,Sales,40,0,0,<=50K
44,Private,5,Other-service,55,0,0,<=50K
56,Private,6,Other-service,40,0,0,<=50K
36,Self-emp-inc,9,Farming-fishing,80,0,0,<=50K
48,Private,13,Exec-managerial,48,0,0,<=50K
29,Private,9,Transport-moving,40,0,0,>50K
33,Private,13,Craft-repair,40,2174,0,<=50K
31,Private,3,Other-service,40,0,0,<=50K
39,Private,14,Prof-specialty,45,0,0,>50K
66,Private,9,Exec-managerial,40,10605,0,>50K
27,Private,13,Prof-specialty,50,0,0,>50K
39,Private,9,Exec-managerial,40,99999,0,>50K
59,Private,4,Craft-repair,50,5178,0,>50K
26,Private,9,Other-service,40,0,0,<=50K
31,Private,11,Craft-repair,40,0,0,<=50K
45,?,9,?,40,0,0,<=50K
23,Private,9,Handlers-cleaners,30,0,0,<=50K
36,Local-gov,9,Adm-clerical,40,0,0,<=50K
34,Private,10,Other-service,12,0,0,>50K
32,Private,9,Transport-moving,84,0,0,>50K
37,Private,13,Prof-specialty,50,0,0,>50K
33,Private,13,Sales,45,0,0,<=50K
50,Self-emp-not-inc,15,Prof-specialty,80,99999,0,>50K
32,Federal-gov,12,Protective-serv,40,0,0,<=50K
35,Private,13,Adm-clerical,40,0,0,<=50K
37,Private,7,Craft-repair,40,0,0,<=50K
44,Private,10,Craft-repair,60,0,0,<=50K
57,Private,10,Handlers-cleaners,25,0,0,<=50K
29,Local-gov,10,Exec-managerial,40,0,0,<=50K
55,Private,9,Craft-repair,50,0,0,>50K
43,Self-emp-inc,15,Prof-specialty,25,0,0,>50K
43,Private,10,Sales,70,0,0,<=50K
45,Self-emp-not-inc,10,Sales,60,0,0,>50K
33,Self-emp-not-inc,14,Prof-specialty,8,0,0,<=50K
26,Private,6,Other-service,40,0,0,<=50K
23,Private,10,Sales,68,0,0,<=50K
41,Private,4,Craft-repair,40,0,0,<=50K
24,Private,9,Craft-repair,40,0,0,<=50K
47,Self-emp-not-inc,13,Sales,44,0,0,<=50K
34,Self-emp-not-inc,9,Craft-repair,45,0,0,<=50K
40,Private,9,Exec-managerial,40,0,0,>50K
28,Private,13,Prof-specialty,40,0,1485,<=50K
24,Private,9,Exec-managerial,40,0,0,<=50K
23,Private,9,Craft-repair,15,0,0,<=50K
43,Self-emp-not-inc,9,Exec-managerial,40,0,0,>50K
26,Private,13,Tech-support,40,0,0,<=50K
58,Self-emp-not-inc,16,Exec-managerial,35,0,1485,>50K
52,Private,9,Adm-clerical,35,0,0,<=50K
29,Private,7,Transport-moving,99,0,0,>50K
47,Private,7,Other-service,35,0,0,<=50K
49,Private,9,Adm-clerical,37,0,0,<=50K
40,Private,7,Adm-clerical,40,0,0,<=50K
62,Self-emp-not-inc,9,Adm-clerical,40,0,0,<=50K
49,Private,9,Exec-managerial,55,0,1977,>50K
50,Private,13,Prof-specialty,50,0,0,>50K
31,Private,9,Transport-moving,40,0,0,<=50K
48,Local-gov,14,Prof-specialty,50,0,0,<=50K
24,Private,9,Craft-repair,40,0,0,<=50K
41,?,9,?,40,3418,0,<=50K
37,Private,9,Machine-op-inspct,60,0,0,<=50K
45,Private,13,Exec-managerial,45,0,0,>50K
63,?,9,?,16,0,0,<=50K
36,Private,14,Exec-managerial,45,0,0,<=50K
45,Private,13,Exec-managerial,40,0,0,<=50K
41,Private,13,Sales,40,0,0,<=50K
26,Private,12,Tech-support,20,0,0,<=50K
27,Private,9,Other-service,36,0,0,<=50K
43,Private,9,Machine-op-inspct,65,0,0,<=50K
35,Private,9,Transport-moving,55,0,0,<=50K
38,Private,13,Adm-clerical,40,0,0,<=50K
26,Private,9,Machine-op-inspct,40,0,0,<=50K
28,Private,10,Exec-managerial,40,0,0,<=50K
38,Private,13,Prof-specialty,24,0,0,>50K
36,Private,7,Transport-moving,40,0,0,<=50K
33,Private,9,Adm-clerical,40,0,0,>50K
19,Private,9,Handlers-cleaners,70,1055,0,<=50K
22,?,12,?,25,0,0,<=50K
42,Federal-gov,6,Adm-clerical,40,0,0,<=50K
50,Private,6,Transport-moving,40,0,0,>50K
30,Private,9,Handlers-cleaners,30,0,0,<=50K
37,State-gov,10,Prof-specialty,40,0,0,<=50K
54,Self-emp-inc,15,Prof-specialty,40,99999,0,>50K
52,Self-emp-inc,13,Exec-managerial,40,0,0,<=50K
65,Private,2,Handlers-cleaners,40,0,0,<=50K
33,Private,9,Craft-repair,40,0,0,<=50K
25,Private,10,Tech-support,40,0,0,<=50K
24,Private,13,Sales,45,0,0,<=50K
26,Private,11,Adm-clerical,40,114,0,<=50K
39,Private,9,Adm-clerical,40,0,0,>50K
59,Private,9,Other-service,40,0,0,<=50K
29,Private,10,Adm-clerical,40,0,0,<=50K
47,Private,7,Other-service,45,0,0,<=50K
23,?,10,?,35,0,0,<=50K
64,Self-emp-inc,9,Transport-moving,50,0,0,<=50K
21,Private,9,Other-service,20,0,0,<=50K
32,Private,10,Adm-clerical,40,0,0,>50K
26,Private,9,Exec-managerial,37,0,0,<=50K
19,?,10,?,20,0,0,<=50K
62,Self-emp-not-inc,14,Prof-specialty,40,0,0,<=50K
32,Private,13,Craft-repair,55,0,0,>50K
45,Self-emp-not-inc,9,Exec-managerial,60,0,0,<=50K
31,Private,13,Exec-managerial,50,0,1887,>50K
32,Private,9,Adm-clerical,40,2580,0,<=50K
24,Private,13,Sales,40,0,0,<=50K
25,Private,13,Sales,40,0,0,<=50K
41,Self-emp-not-inc,9,Exec-managerial,60,0,0,<=50K
18,Private,10,Sales,20,0,0,<=50K
44,Private,16,Prof-specialty,55,0,0,>50K
40,Private,10,Exec-managerial,50,3411,0,<=50K
27,Private,13,Prof-specialty,40,0,0,<=50K
23,Private,13,Adm-clerical,40,0,0,<=50K
21,Private,10,Adm-clerical,40,2174,0,<=50K
37,State-gov,9,Transport-moving,40,0,0,<=50K
65,Self-emp-not-inc,9,Farming-fishing,48,0,0,<=50K
43,Federal-gov,14,Prof-specialty,40,0,0,>50K
45,Private,9,Adm-clerical,44,0,0,<=50K
24,State-gov,13,Exec-managerial,40,0,0,<=50K
24,Private,10,Machine-op-inspct,42,0,0,<=50K
19,Local-gov,10,Protective-serv,35,0,1721,<=50K
37,Private,13,Prof-specialty,65,0,0,>50K
24,Private,9,Adm-clerical,35,0,0,<=50K
34,Private,10,Machine-op-inspct,40,0,0,<=50K
50,State-gov,9,Other-service,39,0,0,<=50K
36,Private,9,Craft-repair,40,0,0,<=50K
39,Private,13,Sales,60,0,0,<=50K
44,Self-emp-not-inc,4,Craft-repair,38,0,0,<=50K
45,State-gov,9,Other-service,40,0,0,<=50K
32,State-gov,7,Protective-serv,40,0,0,<=50K
47,Federal-gov,14,Exec-managerial,40,0,0,>50K
50,Private,9,Machine-op-inspct,40,0,0,<=50K
32,Private,11,Other-service,40,0,0,<=50K
19,Private,9,Handlers-cleaners,40,0,0,<=50K
19,?,10,?,20,0,0,<=50K
28,State-gov,14,Prof-specialty,10,0,0,<=50K
28,Private,9,Sales,50,0,0,<=50K
39,Federal-gov,14,Prof-specialty,40,0,0,>50K
21,Private,10,Other-service,40,2907,0,<=50K
39,Private,4,Other-service,40,4508,0,<=50K
25,Private,10,Machine-op-inspct,40,0,0,<=50K
31,Private,10,Sales,20,0,0,<=50K
51,Private,10,Sales,32,0,0,<=50K
39,Private,13,Adm-clerical,28,0,0,<=50K
31,Private,13,Handlers-cleaners,40,0,0,<=50K
21,Private,10,Sales,17,0,0,<=50K
46,Private,13,Exec-managerial,50,27828,0,>50K
41,Private,9,Craft-repair,40,0,0,<=50K
20,Private,9,Transport-moving,40,0,0,<=50K
27,Private,12,Other-service,30,0,0,<=50K
24,Private,13,Prof-specialty,35,0,0,<=50K
20,Private,10,Craft-repair,40,0,0,<=50K
39,Private,11,Machine-op-inspct,40,0,0,<=50K
27,Private,13,Handlers-cleaners,28,0,0,<=50K
33,Private,7,Sales,60,0,0,<=50K
33,Private,9,Handlers-cleaners,40,0,0,<=50K
36,State-gov,5,Craft-repair,40,0,0,<=50K
55,Private,10,Exec-managerial,36,0,0,<=50K
19,Private,10,Machine-op-inspct,40,0,0,<=50K
35,Private,9,Exec-managerial,60,0,0,<=50K
34,Private,3,Machine-op-inspct,40,0,0,<=50K
62,State-gov,15,Prof-specialty,35,0,0,<=50K
33,Self-emp-not-inc,10,Craft-repair,40,0,0,>50K
39,Private,5,Craft-repair,55,4386,0,<=50K
36,Local-gov,10,Tech-support,40,0,0,<=50K
41,Private,13,Adm-clerical,33,0,0,<=50K
39,Self-emp-not-inc,9,Craft-repair,60,0,0,<=50K
38,?,9,?,10,0,1887,>50K
18,Private,9,Adm-clerical,10,0,0,<=50K
61,Private,10,Exec-managerial,45,15024,0,>50K
20,Federal-gov,11,Adm-clerical,36,0,0,<=50K
35,Self-emp-not-inc,9,Transport-moving,65,0,0,>50K
27,Private,9,Machine-op-inspct,40,0,0,<=50K
66,Private,6,Other-service,38,0,0,<=50K
21,Private,9,Transport-moving,40,0,0,<=50K
20,Private,10,Other-service,18,0,0,<=50K
34,Private,10,Adm-clerical,40,0,0,<=50K
63,Private,3,Priv-house-serv,50,0,0,<=50K
20,?,9,?,40,0,0,<=50K
31,Private,9,Tech-support,40,0,0,<=50K
41,Private,16,Prof-specialty,60,0,2051,<=50K
64,State-gov,2,Farming-fishing,45,0,0,<=50K
32,Private,13,Exec-managerial,40,0,0,<=50K
30,Local-gov,9,Transport-moving,50,0,0,>50K
36,Self-emp-not-inc,13,Farming-fishing,72,0,0,<=50K
22,Private,10,Farming-fishing,12,0,0,<=50K
53,Local-gov,10,Exec-managerial,50,0,0,<=50K
50,Private,9,Adm-clerical,40,0,0,<=50K
36,Private,13,Exec-managerial,40,0,0,<=50K
41,Self-emp-inc,7,Exec-managerial,40,0,0,<=50K
55,Private,13,Exec-managerial,35,0,0,<=50K
38,Private,13,Sales,50,15024,0,>50K
28,Private,13,Exec-managerial,50,2174,0,<=50K
24,Local-gov,13,Prof-specialty,37,0,0,<=50K
60,Private,10,Adm-clerical,40,0,0,<=50K
54,Private,6,Other-service,40,0,0,<=50K
27,Self-emp-inc,9,Craft-repair,60,0,0,<=50K
30,Private,14,Prof-specialty,30,0,0,<=50K
54,Private,9,Transport-moving,45,0,0,<=50K
44,Private,10,Craft-repair,40,5178,0,>50K
52,Private,9,Transport-moving,60,0,0,>50K
18,Private,7,Other-service,20,0,0,<=50K
55,Private,4,Transport-moving,50,0,0,<=50K
35,Private,13,Prof-specialty,50,0,0,>50K
37,Private,13,Exec-managerial,40,0,0,>50K
22,Private,10,Adm-clerical,40,0,0,<=50K
45,Private,13,Exec-managerial,45,0,0,>50K
38,Private,13,Farming-fishing,60,0,0,<=50K
